offset along full diagonal, aAV
0.761871, 0.851852
0.762102, 0.851852
0.762333, 0.851852
0.762564, 0.851852
0.762795, 0.851852
0.763026, 0.851852
0.763257, 0.851852
0.763488, 0.851852
0.763719, 0.851852
0.76395, 0.851852
0.764181, 0.851852
0.764412, 0.851852
0.764643, 0.851852
0.764874, 0.851852
0.765105, 0.851852
0.765336, 0.851852
0.765566, 0.851852
0.765797, 0.851852
0.766028, 0.851852
0.766259, 0.851852
0.76649, 0.851852
0.766721, 0.851852
0.766952, 0.851852
0.767183, 0.851852
0.767414, 0.851852
0.767645, 0.851852
0.767876, 0.851852
0.768107, 0.851852
0.768338, 0.851852
0.768569, 0.851852
0.7688, 0.851852
0.769031, 0.851852
0.769261, 0.851852
0.769492, 0.851852
0.769723, 0.851852
0.769954, 0.851852
0.770185, 0.851852
0.770416, 0.851852
0.770647, 0.851852
0.770878, 0.851852
0.771109, 0.851852
0.77134, 0.851852
0.771571, 0.851852
0.771802, 0.851852
0.772033, 0.851852
0.772264, 0.851852
0.772495, 0.851852
0.772726, 0.851852
0.772957, 0.851852
0.773187, 0.851852
0.773418, 0.851852
0.773649, 0.851852
0.77388, 0.851852
0.774111, 0.851852
0.774342, 0.851852
0.774573, 0.851852
0.774804, 0.851852
0.775035, 0.851852
0.775266, 0.851852
0.775497, 0.851852
0.775728, 0.851852
0.775959, 0.851852
0.77619, 0.851852
0.776421, 0.851852
0.776652, 0.851852
0.776883, 0.851852
0.777113, 0.851852
0.777344, 0.851852
0.777575, 0.851852
0.777806, 0.851852
0.778037, 0.851852
0.778268, 0.851852
0.778499, 0.851852
0.77873, 0.851852
0.778961, 0.851852
0.779192, 0.851852
0.779423, 0.851852
0.779654, 0.851852
0.779885, 0.851852
0.780116, 0.851852
0.780347, 0.851852
0.780578, 0.851852
0.780809, 0.851852
0.781039, 0.851852
0.78127, 0.851852
0.781501, 0.851852
0.781732, 0.851852
0.781963, 0.851852
0.782194, 0.851852
0.782425, 0.851852
0.782656, 0.851852
0.782887, 0.851852
0.783118, 0.851852
0.783349, 0.851852
0.78358, 0.851852
0.783811, 0.851852
0.784042, 0.851852
0.784273, 0.851852
0.784504, 0.851852
0.784734, 0.851852
0.784965, 0.851852
0.785196, 0.851852
0.785427, 0.851852
0.785658, 0.851852
0.785889, 0.851852
0.78612, 0.851852
0.786351, 0.851852
0.786582, 0.851852
0.786813, 0.851852
0.787044, 0.851852
0.787275, 0.851852
0.787506, 0.851852
0.787737, 0.851852
0.787968, 0.851852
0.788199, 0.851852
0.78843, 0.851852
0.78866, 0.851852
0.788891, 0.851852
0.789122, 0.851852
0.789353, 0.851852
0.789584, 0.851852
0.789815, 0.851852
0.790046, 0.851852
0.790277, 0.851852
0.790508, 0.851852
0.790739, 0.851852
0.79097, 0.851852
0.791201, 0.851852
0.791432, 0.851852
0.791663, 0.851852
0.791894, 0.851852
0.792125, 0.851852
0.792356, 0.851852
0.792586, 0.851852
0.792817, 0.851852
0.793048, 0.851852
0.793279, 0.851852
0.79351, 0.851852
0.793741, 0.851852
0.793972, 0.851852
0.794203, 0.851852
0.794434, 0.851852
0.794665, 0.851852
0.794896, 0.851852
0.795127, 0.851852
0.795358, 0.851852
0.795589, 0.851852
0.79582, 0.851852
0.796051, 0.851852
0.796281, 0.851852
0.796512, 0.851852
0.796743, 0.851852
0.796974, 0.851852
0.797205, 0.851852
0.797436, 0.851852
0.797667, 0.851852
0.797898, 0.851852
0.798129, 0.851852
0.79836, 0.851852
0.798591, 0.851852
0.798822, 0.851852
0.799053, 0.851852
0.799284, 0.851852
0.799515, 0.851852
0.799746, 0.851852
0.799977, 0.851852
0.800207, 0.851852
0.800438, 0.851852
0.800669, 0.851852
0.8009, 0.851852
0.801131, 0.851852
0.801362, 0.851852
0.801593, 0.851852
0.801824, 0.851852
0.802055, 0.851852
0.802286, 0.851852
0.802517, 0.851852
0.802748, 0.851852
0.802979, 0.851852
0.80321, 0.851852
0.803441, 0.851852
0.803672, 0.851852
0.803903, 0.851852
0.804133, 0.851852
0.804364, 0.851852
0.804595, 0.851852
0.804826, 0.851852
0.805057, 0.851852
0.805288, 0.851852
0.805519, 0.851852
0.80575, 0.851852
0.805981, 0.851852
0.806212, 0.851852
0.806443, 0.851852
0.806674, 0.851852
0.806905, 0.851852
0.807136, 0.851852
0.807367, 0.851852
0.807598, 0.851852
0.807828, 0.851852
0.808059, 0.851852
0.80829, 0.851852
0.808521, 0.851852
0.808752, 0.851852
0.808983, 0.851852
0.809214, 0.851852
0.809445, 0.851852
0.809676, 0.851852
0.809907, 0.851852
0.810138, 0.851852
0.810369, 0.851852
0.8106, 0.851852
0.810831, 0.851852
0.811062, 0.851852
0.811293, 0.851852
0.811524, 0.851852
0.811754, 0.851852
0.811985, 0.851852
0.812216, 0.851852
0.812447, 0.851852
0.812678, 0.851852
0.812909, 0.851852
0.81314, 0.851852
0.813371, 0.851852
0.813602, 0.851852
0.813833, 0.851852
0.814064, 0.851852
0.814295, 0.851852
0.814526, 0.851852
0.814757, 0.851852
0.814988, 0.851852
0.815219, 0.851852
0.81545, 0.851852
0.81568, 0.851852
0.815911, 0.851852
0.816142, 0.851852
0.816373, 0.851852
0.816604, 0.851852
0.816835, 0.851852
0.817066, 0.851852
0.817297, 0.851852
0.817528, 0.851852
0.817759, 0.851852
0.81799, 0.851852
0.818221, 0.851852
0.818452, 0.851852
0.818683, 0.851852
0.818914, 0.851852
0.819145, 0.851852
0.819376, 0.851852
0.819606, 0.851852
0.819837, 0.851852
0.820068, 0.851852
0.820299, 0.851852
0.82053, 0.851852
0.820761, 0.851852
0.820992, 0.851852
0.821223, 0.851852
0.821454, 0.851852
0.821685, 0.851852
0.821916, 0.851852
0.822147, 0.851852
0.822378, 0.851852
0.822609, 0.851852
0.82284, 0.851852
0.823071, 0.851852
0.823301, 0.851852
0.823532, 0.851852
0.823763, 0.851852
0.823994, 0.851852
0.824225, 0.851852
0.824456, 0.851852
0.824687, 0.851852
0.824918, 0.851852
0.825149, 0.851852
0.82538, 0.851852
0.825611, 0.851852
0.825842, 0.851852
0.826073, 0.851852
0.826304, 0.851852
0.826535, 0.851852
0.826766, 0.851852
0.826997, 0.851852
0.827227, 0.851852
0.827458, 0.851852
0.827689, 0.851852
0.82792, 0.851852
0.828151, 0.851852
0.828382, 0.851852
0.828613, 0.851852
0.828844, 0.851852
0.829075, 0.851852
0.829306, 0.851852
0.829537, 0.851852
0.829768, 0.851852
0.829999, 0.851852
0.83023, 0.851852
0.830461, 0.851852
0.830692, 0.851852
0.830923, 0.851852
0.831153, 0.851852
0.831384, 0.851852
0.831615, 0.851852
0.831846, 0.851852
0.832077, 0.851852
0.832308, 0.851852
0.832539, 0.851852
0.83277, 0.851852
0.833001, 0.851852
0.833232, 0.851852
0.833463, 0.851852
0.833694, 0.851852
0.833925, 0.851852
0.834156, 0.851852
0.834387, 0.851852
0.834618, 0.851852
0.834848, 0.851852
0.835079, 0.851852
0.83531, 0.851852
0.835541, 0.851852
0.835772, 0.851852
0.836003, 0.851852
0.836234, 0.851852
0.836465, 0.851852
0.836696, 0.851852
0.836927, 0.851852
0.837158, 0.851852
0.837389, 0.851852
0.83762, 0.851852
0.837851, 0.851852
0.838082, 0.851852
0.838313, 0.851852
0.838544, 0.851852
0.838774, 0.851852
0.839005, 0.851852
0.839236, 0.851852
0.839467, 0.851852
0.839698, 0.851852
0.839929, 0.851852
0.84016, 0.851852
0.840391, 0.851852
0.840622, 0.851852
0.840853, 0.851852
0.841084, 0.851852
0.841315, 0.851852
0.841546, 0.851852
0.841777, 0.851852
0.842008, 0.851852
0.842239, 0.851852
0.84247, 0.851852
0.8427, 0.851852
0.842931, 0.851852
0.843162, 0.851852
0.843393, 0.851852
0.843624, 0.851852
0.843855, 0.851852
0.844086, 0.851852
0.844317, 0.851852
0.844548, 0.851852
0.844779, 0.851852
0.84501, 0.851852
0.845241, 0.851852
0.845472, 0.851852
0.845703, 0.851852
0.845934, 0.851852
0.846165, 0.851852
0.846395, 0.851852
0.846626, 0.851852
0.846857, 0.851852
0.847088, 0.851852
0.847319, 0.851852
0.84755, 0.851852
0.847781, 0.851852
0.848012, 0.851852
0.848243, 0.851852
0.848474, 0.851852
0.848705, 0.851852
0.848936, 0.851852
0.849167, 0.851852
0.849398, 0.851852
0.849629, 0.851852
0.84986, 0.851852
0.850091, 0.851852
0.850321, 0.851852
0.850552, 0.851852
0.850783, 0.851852
0.851014, 0.851852
0.851245, 0.851852
0.851476, 0.851852
0.851707, 0.851852
0.851938, 0.851852
0.852169, 0.851852
0.8524, 0.851852
0.852631, 0.851852
0.852862, 0.851852
0.853093, 0.851852
0.853324, 0.851852
0.853555, 0.851852
0.853786, 0.851852
0.854017, 0.851852
0.854247, 0.851852
0.854478, 0.851852
0.854709, 0.851852
0.85494, 0.851852
0.855171, 0.851852
0.855402, 0.851852
0.855633, 0.851852
0.855864, 0.851852
0.856095, 0.851852
0.856326, 0.851852
0.856557, 0.851852
0.856788, 0.851852
0.857019, 0.851852
0.85725, 0.851852
0.857481, 0.851852
0.857712, 0.851852
0.857943, 0.851852
0.858173, 0.851852
0.858404, 0.851852
0.858635, 0.851852
0.858866, 0.851852
0.859097, 0.851852
0.859328, 0.851852
0.859559, 0.851852
0.85979, 0.851852
0.860021, 0.851852
0.860252, 0.851852
0.860483, 0.851852
0.860714, 0.851852
0.860945, 0.851852
0.861176, 0.851852
0.861407, 0.851852
0.861638, 0.851852
0.861868, 0.851852
0.862099, 0.851852
0.86233, 0.851852
0.862561, 0.851852
0.862792, 0.851852
0.863023, 0.851852
0.863254, 0.851852
0.863485, 0.851852
0.863716, 0.851852
0.863947, 0.851852
0.864178, 0.851852
0.864409, 0.851852
0.86464, 0.851852
0.864871, 0.851852
0.865102, 0.851852
0.865333, 0.851852
0.865564, 0.851852
0.865794, 0.851852
0.866025, 0.851852
0.866256, 0.851852
0.866487, 0.851852
0.866718, 0.851852
0.866949, 0.851852
0.86718, 0.851852
0.867411, 0.851852
0.867642, 0.851852
0.867873, 0.851852
0.868104, 0.851852
0.868335, 0.851852
0.868566, 0.851852
0.868797, 0.851852
0.869028, 0.851852
0.869259, 0.851852
0.86949, 0.851852
0.86972, 0.851852
0.869951, 0.851852
0.870182, 0.851852
0.870413, 0.851852
0.870644, 0.851852
0.870875, 0.851852
0.871106, 0.851852
0.871337, 0.851852
0.871568, 0.851852
0.871799, 0.851852
0.87203, 0.851852
0.872261, 0.851852
0.872492, 0.851852
0.872723, 0.851852
0.872954, 0.851852
0.873185, 0.851852
0.873415, 0.851852
0.873646, 0.851852
0.873877, 0.851852
0.874108, 0.851852
0.874339, 0.851852
0.87457, 0.851852
0.874801, 0.851852
0.875032, 0.851852
0.875263, 0.851852
0.875494, 0.851852
0.875725, 0.851852
0.875956, 0.851852
0.876187, 0.851852
0.876418, 0.851852
0.876649, 0.851852
0.87688, 0.851852
0.877111, 0.851852
0.877341, 0.851852
0.877572, 0.851852
0.877803, 0.851852
0.878034, 0.851852
0.878265, 0.851852
0.878496, 0.851852
0.878727, 0.851852
0.878958, 0.851852
0.879189, 0.851852
0.87942, 0.851852
0.879651, 0.851852
0.879882, 0.851852
0.880113, 0.851852
0.880344, 0.851852
0.880575, 0.851852
0.880806, 0.851852
0.881037, 0.851852
0.881267, 0.851852
0.881498, 0.851852
0.881729, 0.851852
0.88196, 0.851852
0.882191, 0.851852
0.882422, 0.851852
0.882653, 0.851852
0.882884, 0.851852
0.883115, 0.851852
0.883346, 0.851852
0.883577, 0.851852
0.883808, 0.851852
0.884039, 0.851852
0.88427, 0.851852
0.884501, 0.851852
0.884732, 0.851852
0.884962, 0.851852
0.885193, 0.851852
0.885424, 0.851852
0.885655, 0.851852
0.885886, 0.851852
0.886117, 0.851852
0.886348, 0.851852
0.886579, 0.851852
0.88681, 0.851852
0.887041, 0.851852
0.887272, 0.851852
0.887503, 0.851852
0.887734, 0.851852
0.887965, 0.851852
0.888196, 0.851852
0.888427, 0.851852
0.888658, 0.851852
0.888888, 0.851852
0.889119, 0.851852
0.88935, 0.851852
0.889581, 0.851852
0.889812, 0.851852
0.890043, 0.851852
0.890274, 0.851852
0.890505, 0.851852
0.890736, 0.851852
0.890967, 0.851852
0.891198, 0.851852
0.891429, 0.851852
0.89166, 0.851852
0.891891, 0.851852
0.892122, 0.851852
0.892353, 0.851852
0.892584, 0.851852
0.892814, 0.851852
0.893045, 0.851852
0.893276, 0.851852
0.893507, 0.851852
0.893738, 0.851852
0.893969, 0.851852
0.8942, 0.851852
0.894431, 0.851852
0.894662, 0.851852
0.894893, 0.851852
0.895124, 0.851852
0.895355, 0.851852
0.895586, 0.851852
0.895817, 0.851852
0.896048, 0.851852
0.896279, 0.851852
0.896509, 0.851852
0.89674, 0.851852
0.896971, 0.851852
0.897202, 0.851852
0.897433, 0.851852
0.897664, 0.851852
0.897895, 0.851852
0.898126, 0.851852
0.898357, 0.851852
0.898588, 0.851852
0.898819, 0.851852
0.89905, 0.851852
0.899281, 0.851852
0.899512, 0.851852
0.899743, 0.851852
0.899974, 0.851852
0.900205, 0.851852
0.900435, 0.851852
0.900666, 0.851852
0.900897, 0.851852
0.901128, 0.851852
0.901359, 0.851852
0.90159, 0.851852
0.901821, 0.851852
0.902052, 0.851852
0.902283, 0.851852
0.902514, 0.851852
0.902745, 0.851852
0.902976, 0.851852
0.903207, 0.851852
0.903438, 0.851852
0.903669, 0.851852
0.9039, 0.851852
0.904131, 0.851852
0.904361, 0.851852
0.904592, 0.851852
0.904823, 0.851852
0.905054, 0.851852
0.905285, 0.851852
0.905516, 0.851852
0.905747, 0.851852
0.905978, 0.851852
0.906209, 0.851852
0.90644, 0.851852
0.906671, 0.851852
0.906902, 0.851852
0.907133, 0.851852
0.907364, 0.851852
0.907595, 0.851852
0.907826, 0.851852
0.908057, 0.851852
0.908287, 0.851852
0.908518, 0.851852
0.908749, 0.851852
0.90898, 0.851852
0.909211, 0.851852
0.909442, 0.851852
0.909673, 0.851852
0.909904, 0.851852
0.910135, 0.851852
0.910366, 0.851852
0.910597, 0.851852
0.910828, 0.851852
0.911059, 0.851852
0.91129, 0.851852
0.911521, 0.851852
0.911752, 0.851852
0.911982, 0.851852
0.912213, 0.851852
0.912444, 0.851852
0.912675, 0.851852
0.912906, 0.851852
0.913137, 0.851852
0.913368, 0.851852
0.913599, 0.851852
0.91383, 0.851852
0.914061, 0.851852
0.914292, 0.851852
0.914523, 0.851852
0.914754, 0.851852
0.914985, 0.851852
0.915216, 0.851852
0.915447, 0.851852
0.915678, 0.851852
0.915908, 0.851852
0.916139, 0.851852
0.91637, 0.851852
0.916601, 0.851852
0.916832, 0.851852
0.917063, 0.851852
0.917294, 0.851852
0.917525, 0.851852
0.917756, 0.851852
0.917987, 0.851852
0.918218, 0.851852
0.918449, 0.851852
0.91868, 0.851852
0.918911, 0.851852
0.919142, 0.851852
0.919373, 0.851852
0.919604, 0.851852
0.919834, 0.851852
0.920065, 0.851852
0.920296, 0.851852
0.920527, 0.851852
0.920758, 0.851852
0.920989, 0.851852
0.92122, 0.851852
0.921451, 0.851852
0.921682, 0.851852
0.921913, 0.851852
0.922144, 0.851852
0.922375, 0.851852
0.922606, 0.851852
0.922837, 0.851852
0.923068, 0.851852
0.923299, 0.851852
0.923529, 0.851852
0.92376, 0.851852
0.923991, 0.851852
0.924222, 0.851852
0.924453, 0.851852
0.924684, 0.851852
0.924915, 0.851852
0.925146, 0.851852
0.925377, 0.851852
0.925608, 0.851852
0.925839, 0.851852
0.92607, 0.851852
0.926301, 0.851852
0.926532, 0.851852
0.926763, 0.851852
0.926994, 0.851852
0.927225, 0.851852
0.927455, 0.851852
0.927686, 0.851852
0.927917, 0.851852
0.928148, 0.851852
0.928379, 0.851852
0.92861, 0.851852
0.928841, 0.851852
0.929072, 0.851852
0.929303, 0.851852
0.929534, 0.851852
0.929765, 0.851852
0.929996, 0.851852
0.930227, 0.851852
0.930458, 0.851852
0.930689, 0.851852
0.93092, 0.851852
0.931151, 0.851852
0.931381, 0.851852
0.931612, 0.851852
0.931843, 0.851852
0.932074, 0.851852
0.932305, 0.851852
0.932536, 0.851852
0.932767, 0.851852
0.932998, 0.851852
0.933229, 0.851852
0.93346, 0.851852
0.933691, 0.851852
0.933922, 0.851852
0.934153, 0.851852
0.934384, 0.851852
0.934615, 0.851852
0.934846, 0.851852
0.935076, 0.851852
0.935307, 0.851852
0.935538, 0.851852
0.935769, 0.851852
0.936, 0.851852
0.936231, 0.851852
0.936462, 0.851852
0.936693, 0.851852
0.936924, 0.851852
0.937155, 0.851852
0.937386, 0.851852
0.937617, 0.851852
0.937848, 0.851852
0.938079, 0.851852
0.93831, 0.851852
0.938541, 0.851852
0.938772, 0.851852
0.939002, 0.851852
0.939233, 0.851852
0.939464, 0.851852
0.939695, 0.851852
0.939926, 0.851852
0.940157, 0.851852
0.940388, 0.851852
0.940619, 0.851852
0.94085, 0.851852
0.941081, 0.851852
0.941312, 0.851852
0.941543, 0.851852
0.941774, 0.851852
0.942005, 0.851852
0.942236, 0.851852
0.942467, 0.851852
0.942698, 0.851852
0.942928, 0.851852
0.943159, 0.851852
0.94339, 0.851852
0.943621, 0.851852
0.943852, 0.851852
0.944083, 0.851852
0.944314, 0.851852
0.944545, 0.851852
0.944776, 0.851852
0.945007, 0.851852
0.945238, 0.851852
0.945469, 0.851852
0.9457, 0.851852
0.945931, 0.851852
0.946162, 0.851852
0.946393, 0.851852
0.946624, 0.851852
0.946854, 0.851852
0.947085, 0.851852
0.947316, 0.851852
0.947547, 0.851852
0.947778, 0.851852
0.948009, 0.851852
0.94824, 0.851852
0.948471, 0.851852
0.948702, 0.851852
0.948933, 0.851852
0.949164, 0.851852
0.949395, 0.851852
0.949626, 0.851852
0.949857, 0.851852
0.950088, 0.851852
0.950319, 0.851852
0.950549, 0.851852
0.95078, 0.851852
0.951011, 0.851852
0.951242, 0.851852
0.951473, 0.851852
0.951704, 0.851852
0.951935, 0.851852
0.952166, 0.851852
0.952397, 0.851852
0.952628, 0.851852
0.952859, 0.851852
0.95309, 0.851852
0.953321, 0.851852
0.953552, 0.851852
0.953783, 0.851852
0.954014, 0.851852
0.954245, 0.851852
0.954475, 0.851852
0.954706, 0.851852
0.954937, 0.851852
0.955168, 0.851852
0.955399, 0.851852
0.95563, 0.851852
0.955861, 0.851852
0.956092, 0.851852
0.956323, 0.851852
0.956554, 0.851852
0.956785, 0.851852
0.957016, 0.851852
0.957247, 0.851852
0.957478, 0.851852
0.957709, 0.851852
0.95794, 0.851852
0.958171, 0.851852
0.958401, 0.851852
0.958632, 0.851852
0.958863, 0.851852
0.959094, 0.851852
0.959325, 0.851852
0.959556, 0.851852
0.959787, 0.851852
0.960018, 0.851852
0.960249, 0.851852
0.96048, 0.851852
0.960711, 0.851852
0.960942, 0.851852
0.961173, 0.851852
0.961404, 0.851852
0.961635, 0.851852
0.961866, 0.851852
0.962096, 0.851852
0.962327, 0.851852
0.962558, 0.851852
0.962789, 0.851852
0.96302, 0.851852
0.963251, 0.851852
0.963482, 0.851852
0.963713, 0.851852
0.963944, 0.851852
0.964175, 0.851852
0.964406, 0.851852
0.964637, 0.851852
0.964868, 0.851852
0.965099, 0.851852
0.96533, 0.851852
0.965561, 0.851852
0.965792, 0.851852
0.966022, 0.851852
0.966253, 0.851852
0.966484, 0.851852
0.966715, 0.851852
0.966946, 0.851852
0.967177, 0.851852
0.967408, 0.851852
0.967639, 0.851852
0.96787, 0.851852
0.968101, 0.851852
0.968332, 0.851852
0.968563, 0.851852
0.968794, 0.851852
0.969025, 0.851852
0.969256, 0.851852
0.969487, 0.851852
0.969718, 0.851852
0.969948, 0.851852
0.970179, 0.851852
0.97041, 0.851852
0.970641, 0.851852
0.970872, 0.851852
0.971103, 0.851852
0.971334, 0.851852
0.971565, 0.851852
0.971796, 0.851852
0.972027, 0.851852
0.972258, 0.851852
0.972489, 0.851852
0.97272, 0.851852
0.972951, 0.851852
0.973182, 0.851852
0.973413, 0.851852
0.973643, 0.851852
0.973874, 0.851852
0.974105, 0.851852
0.974336, 0.851852
0.974567, 0.851852
0.974798, 0.851852
0.975029, 0.851852
0.97526, 0.851852
0.975491, 0.851852
0.975722, 0.851852
0.975953, 0.851852
0.976184, 0.851852
0.976415, 0.851852
0.976646, 0.851852
0.976877, 0.851852
0.977108, 0.851852
0.977339, 0.851852
0.977569, 0.851852
0.9778, 0.851852
0.978031, 0.851852
0.978262, 0.851852
0.978493, 0.851852
0.978724, 0.851852
0.978955, 0.851852
0.979186, 0.851852
0.979417, 0.851852
0.979648, 0.851852
0.979879, 0.851852
0.98011, 0.851852
0.980341, 0.851852
0.980572, 0.851852
0.980803, 0.851852
0.981034, 0.851852
0.981265, 0.851852
0.981495, 0.851852
0.981726, 0.851852
0.981957, 0.851852
0.982188, 0.851852
0.982419, 0.851852
0.98265, 0.851852
0.982881, 0.851852
0.983112, 0.851852
0.983343, 0.851852
0.983574, 0.851852
0.983805, 0.851852
0.984036, 0.851852
0.984267, 0.851852
0.984498, 0.851852
0.984729, 0.851852
0.98496, 0.851852
0.98519, 0.851852
0.985421, 0.851852
0.985652, 0.851852
0.985883, 0.851852
0.986114, 0.851852
0.986345, 0.851852
0.986576, 0.851852
0.986807, 0.851852
0.987038, 0.851852
0.987269, 0.851852
0.9875, 0.851852
0.987731, 0.851852
0.987962, 0.851852
0.988193, 0.851852
0.988424, 0.851852
0.988655, 0.851852
0.988886, 0.851852
0.989116, 0.851852
0.989347, 0.851852
0.989578, 0.851852
0.989809, 0.851852
0.99004, 0.851852
0.990271, 0.851852
0.990502, 0.851852
0.990733, 0.851852
0.990964, 0.851852
0.991195, 0.851852
0.991426, 0.851852
0.991657, 0.851852
0.991888, 0.851852
0.992119, 0.851852
0.99235, 0.851852
0.992581, 0.851852
0.992812, 0.851852
0.993042, 0.851852
0.993273, 0.851852
0.993504, 0.851852
0.993735, 0.851852
0.993966, 0.851852
0.994197, 0.851852
0.994428, 0.851852
0.994659, 0.851852
0.99489, 0.851852
0.995121, 0.851852
0.995352, 0.851852
0.995583, 0.851852
0.995814, 0.851852
0.996045, 0.851852
0.996276, 0.851852
0.996507, 0.851852
0.996738, 0.851852
0.996968, 0.851852
0.997199, 0.851852
0.99743, 0.851852
0.997661, 0.851852
0.997892, 0.851852
0.998123, 0.851852
0.998354, 0.851852
0.998585, 0.851852
0.998816, 0.851852
0.999047, 0.851852
0.999278, 0.851852
0.999509, 0.851852
0.99974, 0.851852
0.999971, 0.851852
1.0002, 0.851852
1.00043, 0.851852
1.00066, 0.851852
1.00089, 0.851852
1.00113, 0.851852
1.00136, 0.851852
1.00159, 0.851852
1.00182, 0.851852
1.00205, 0.851852
1.00228, 0.851852
1.00251, 0.851852
1.00274, 0.851852
1.00297, 0.851852
1.0032, 0.851852
1.00343, 0.851852
1.00367, 0.851852
1.0039, 0.851852
1.00413, 0.851852
1.00436, 0.851852
1.00459, 0.851852
1.00482, 0.851852
1.00505, 0.851852
1.00528, 0.851852
1.00551, 0.851852
1.00574, 0.851852
1.00598, 0.851852
1.00621, 0.851852
1.00644, 0.851852
1.00667, 0.851852
1.0069, 0.851852
1.00713, 0.851852
1.00736, 0.851852
1.00759, 0.851852
1.00782, 0.851852
1.00805, 0.851852
1.00828, 0.851852
1.00852, 0.851852
1.00875, 0.851852
1.00898, 0.851852
1.00921, 0.851852
1.00944, 0.851852
1.00967, 0.851852
1.0099, 0.851852
1.01013, 0.851852
1.01036, 0.851852
1.01059, 0.851852
1.01082, 0.851852
1.01106, 0.851852
1.01129, 0.851852
1.01152, 0.851852
1.01175, 0.851852
1.01198, 0.851852
1.01221, 0.851852
1.01244, 0.851852
1.01267, 0.851852
1.0129, 0.851852
1.01313, 0.851852
1.01337, 0.851852
1.0136, 0.851852
1.01383, 0.851852
1.01406, 0.851852
1.01429, 0.851852
1.01452, 0.851852
1.01475, 0.851852
1.01498, 0.851852
1.01521, 0.851852
1.01544, 0.851852
1.01567, 0.851852
1.01591, 0.851852
1.01614, 0.851852
1.01637, 0.851852
1.0166, 0.851852
1.01683, 0.851852
1.01706, 0.851852
1.01729, 0.851852
1.01752, 0.851852
1.01775, 0.851852
1.01798, 0.851852
1.01821, 0.851852
1.01845, 0.851852
1.01868, 0.851852
1.01891, 0.851852
1.01914, 0.851852
1.01937, 0.851852
1.0196, 0.851852
1.01983, 0.851852
1.02006, 0.851852
1.02029, 0.851852
1.02052, 0.851852
1.02076, 0.851852
1.02099, 0.851852
1.02122, 0.851852
1.02145, 0.851852
1.02168, 0.851852
1.02191, 0.851852
1.02214, 0.851852
1.02237, 0.851852
1.0226, 0.851852
1.02283, 0.851852
1.02306, 0.851852
1.0233, 0.851852
1.02353, 0.851852
1.02376, 0.851852
1.02399, 0.851852
1.02422, 0.851852
1.02445, 0.851852
1.02468, 0.851852
1.02491, 0.851852
1.02514, 0.851852
1.02537, 0.851852
1.02561, 0.851852
1.02584, 0.851852
1.02607, 0.851852
1.0263, 0.851852
1.02653, 0.851852
1.02676, 0.851852
1.02699, 0.851852
1.02722, 0.851852
1.02745, 0.851852
1.02768, 0.851852
1.02791, 0.851852
1.02815, 0.851852
1.02838, 0.851852
1.02861, 0.851852
1.02884, 0.851852
1.02907, 0.851852
1.0293, 0.851852
1.02953, 0.851852
1.02976, 0.851852
1.02999, 0.851852
1.03022, 0.851852
1.03045, 0.851852
1.03069, 0.851852
1.03092, 0.851852
1.03115, 0.851852
1.03138, 0.851852
1.03161, 0.851852
1.03184, 0.851852
1.03207, 0.851852
1.0323, 0.851852
1.03253, 0.851852
1.03276, 0.851852
1.033, 0.851852
1.03323, 0.851852
1.03346, 0.851852
1.03369, 0.851852
1.03392, 0.851852
1.03415, 0.851852
1.03438, 0.851852
1.03461, 0.851852
1.03484, 0.851852
1.03507, 0.851852
1.0353, 0.851852
1.03554, 0.851852
1.03577, 0.851852
1.036, 0.851852
1.03623, 0.851852
1.03646, 0.851852
1.03669, 0.851852
1.03692, 0.851852
1.03715, 0.851852
1.03738, 0.851852
1.03761, 0.851852
1.03784, 0.851852
1.03808, 0.851852
1.03831, 0.851852
1.03854, 0.851852
1.03877, 0.851852
1.039, 0.851852
1.03923, 0.851852
1.03946, 0.851852
1.03969, 0.851852
1.03992, 0.851852
1.04015, 0.851852
1.04039, 0.851852
1.04062, 0.851852
1.04085, 0.851852
1.04108, 0.851852
1.04131, 0.851852
1.04154, 0.851852
1.04177, 0.851852
1.042, 0.851852
1.04223, 0.851852
1.04246, 0.851852
1.04269, 0.851852
1.04293, 0.851852
1.04316, 0.851852
1.04339, 0.851852
1.04362, 0.851852
1.04385, 0.851852
1.04408, 0.851852
1.04431, 0.851852
1.04454, 0.851852
1.04477, 0.851852
1.045, 0.851852
1.04523, 0.851852
1.04547, 0.851852
1.0457, 0.851852
1.04593, 0.851852
1.04616, 0.851852
1.04639, 0.851852
1.04662, 0.851852
1.04685, 0.851852
1.04708, 0.851852
1.04731, 0.851852
1.04754, 0.851852
1.04778, 0.851852
1.04801, 0.851852
1.04824, 0.851852
1.04847, 0.851852
1.0487, 0.851852
1.04893, 0.851852
1.04916, 0.851852
1.04939, 0.851852
1.04962, 0.851852
1.04985, 0.851852
1.05008, 0.851852
1.05032, 0.851852
1.05055, 0.851852
1.05078, 0.851852
1.05101, 0.851852
1.05124, 0.851852
1.05147, 0.851852
1.0517, 0.851852
1.05193, 0.851852
1.05216, 0.851852
1.05239, 0.851852
1.05263, 0.851852
1.05286, 0.851852
1.05309, 0.851852
1.05332, 0.851852
1.05355, 0.851852
1.05378, 0.851852
1.05401, 0.851852
1.05424, 0.851852
1.05447, 0.851852
1.0547, 0.851852
1.05493, 0.851852
1.05517, 0.851852
1.0554, 0.851852
