offset along face, aAV
0.70506, 0.666667
0.705291, 0.666667
0.705522, 0.666667
0.705753, 0.666667
0.705984, 0.666667
0.706215, 0.666667
0.706446, 0.666667
0.706677, 0.666667
0.706908, 0.666667
0.707139, 0.666667
0.70737, 0.666667
0.7076, 0.666667
0.707831, 0.666667
0.708062, 0.666667
0.708293, 0.666667
0.708524, 0.666667
0.708755, 0.666667
0.708986, 0.666667
0.709217, 0.666667
0.709448, 0.666667
0.709679, 0.666667
0.70991, 0.666667
0.710141, 0.666667
0.710372, 0.666667
0.710603, 0.666667
0.710834, 0.666667
0.711065, 0.666667
0.711296, 0.666667
0.711526, 0.666667
0.711757, 0.666667
0.711988, 0.666667
0.712219, 0.666667
0.71245, 0.666667
0.712681, 0.666667
0.712912, 0.666667
0.713143, 0.666667
0.713374, 0.666667
0.713605, 0.666667
0.713836, 0.666667
0.714067, 0.666667
0.714298, 0.666667
0.714529, 0.666667
0.71476, 0.666667
0.714991, 0.666667
0.715222, 0.666667
0.715452, 0.666667
0.715683, 0.666667
0.715914, 0.666667
0.716145, 0.666667
0.716376, 0.666667
0.716607, 0.666667
0.716838, 0.666667
0.717069, 0.666667
0.7173, 0.666667
0.717531, 0.666667
0.717762, 0.666667
0.717993, 0.666667
0.718224, 0.666667
0.718455, 0.666667
0.718686, 0.666667
0.718917, 0.666667
0.719147, 0.666667
0.719378, 0.666667
0.719609, 0.666667
0.71984, 0.666667
0.720071, 0.666667
0.720302, 0.666667
0.720533, 0.666667
0.720764, 0.666667
0.720995, 0.666667
0.721226, 0.666667
0.721457, 0.666667
0.721688, 0.666667
0.721919, 0.666667
0.72215, 0.666667
0.722381, 0.666667
0.722612, 0.666667
0.722843, 0.666667
0.723073, 0.666667
0.723304, 0.666667
0.723535, 0.666667
0.723766, 0.666667
0.723997, 0.666667
0.724228, 0.666667
0.724459, 0.666667
0.72469, 0.666667
0.724921, 0.666667
0.725152, 0.666667
0.725383, 0.666667
0.725614, 0.666667
0.725845, 0.666667
0.726076, 0.666667
0.726307, 0.666667
0.726538, 0.666667
0.726769, 0.666667
0.726999, 0.666667
0.72723, 0.666667
0.727461, 0.666667
0.727692, 0.666667
0.727923, 0.666667
0.728154, 0.666667
0.728385, 0.666667
0.728616, 0.666667
0.728847, 0.666667
0.729078, 0.666667
0.729309, 0.666667
0.72954, 0.666667
0.729771, 0.666667
0.730002, 0.666667
0.730233, 0.666667
0.730464, 0.666667
0.730695, 0.666667
0.730925, 0.666667
0.731156, 0.666667
0.731387, 0.666667
0.731618, 0.666667
0.731849, 0.666667
0.73208, 0.666667
0.732311, 0.666667
0.732542, 0.666667
0.732773, 0.666667
0.733004, 0.666667
0.733235, 0.666667
0.733466, 0.666667
0.733697, 0.666667
0.733928, 0.666667
0.734159, 0.666667
0.73439, 0.666667
0.73462, 0.666667
0.734851, 0.666667
0.735082, 0.666667
0.735313, 0.666667
0.735544, 0.666667
0.735775, 0.666667
0.736006, 0.666667
0.736237, 0.666667
0.736468, 0.666667
0.736699, 0.666667
0.73693, 0.666667
0.737161, 0.666667
0.737392, 0.666667
0.737623, 0.666667
0.737854, 0.666667
0.738085, 0.666667
0.738316, 0.666667
0.738546, 0.666667
0.738777, 0.666667
0.739008, 0.666667
0.739239, 0.666667
0.73947, 0.666667
0.739701, 0.666667
0.739932, 0.666667
0.740163, 0.666667
0.740394, 0.666667
0.740625, 0.666667
0.740856, 0.666667
0.741087, 0.666667
0.741318, 0.666667
0.741549, 0.666667
0.74178, 0.666667
0.742011, 0.666667
0.742242, 0.666667
0.742472, 0.666667
0.742703, 0.666667
0.742934, 0.666667
0.743165, 0.666667
0.743396, 0.666667
0.743627, 0.666667
0.743858, 0.666667
0.744089, 0.666667
0.74432, 0.666667
0.744551, 0.666667
0.744782, 0.666667
0.745013, 0.666667
0.745244, 0.666667
0.745475, 0.666667
0.745706, 0.666667
0.745937, 0.666667
0.746167, 0.666667
0.746398, 0.666667
0.746629, 0.666667
0.74686, 0.666667
0.747091, 0.666667
0.747322, 0.666667
0.747553, 0.666667
0.747784, 0.666667
0.748015, 0.666667
0.748246, 0.666667
0.748477, 0.666667
0.748708, 0.666667
0.748939, 0.666667
0.74917, 0.666667
0.749401, 0.666667
0.749632, 0.666667
0.749863, 0.666667
0.750093, 0.666667
0.750324, 0.666667
0.750555, 0.666667
0.750786, 0.666667
0.751017, 0.666667
0.751248, 0.666667
0.751479, 0.666667
0.75171, 0.666667
0.751941, 0.666667
0.752172, 0.666667
0.752403, 0.666667
0.752634, 0.666667
0.752865, 0.666667
0.753096, 0.666667
0.753327, 0.666667
0.753558, 0.666667
0.753789, 0.666667
0.754019, 0.666667
0.75425, 0.666667
0.754481, 0.666667
0.754712, 0.666667
0.754943, 0.666667
0.755174, 0.666667
0.755405, 0.666667
0.755636, 0.666667
0.755867, 0.666667
0.756098, 0.666667
0.756329, 0.666667
0.75656, 0.666667
0.756791, 0.666667
0.757022, 0.666667
0.757253, 0.666667
0.757484, 0.666667
0.757714, 0.666667
0.757945, 0.666667
0.758176, 0.666667
0.758407, 0.666667
0.758638, 0.666667
0.758869, 0.666667
0.7591, 0.666667
0.759331, 0.666667
0.759562, 0.666667
0.759793, 0.666667
0.760024, 0.666667
0.760255, 0.666667
0.760486, 0.666667
0.760717, 0.666667
0.760948, 0.666667
0.761179, 0.666667
0.76141, 0.666667
0.76164, 0.666667
0.761871, 0.666667
0.762102, 0.666667
0.762333, 0.666667
0.762564, 0.666667
0.762795, 0.666667
0.763026, 0.666667
0.763257, 0.666667
0.763488, 0.666667
0.763719, 0.666667
0.76395, 0.666667
0.764181, 0.666667
0.764412, 0.666667
0.764643, 0.666667
0.764874, 0.666667
0.765105, 0.666667
0.765336, 0.666667
0.765566, 0.666667
0.765797, 0.666667
0.766028, 0.666667
0.766259, 0.666667
0.76649, 0.666667
0.766721, 0.666667
0.766952, 0.666667
0.767183, 0.666667
0.767414, 0.666667
0.767645, 0.666667
0.767876, 0.666667
0.768107, 0.666667
0.768338, 0.666667
0.768569, 0.666667
0.7688, 0.666667
0.769031, 0.666667
0.769261, 0.666667
0.769492, 0.666667
0.769723, 0.666667
0.769954, 0.666667
0.770185, 0.666667
0.770416, 0.666667
0.770647, 0.666667
0.770878, 0.666667
0.771109, 0.666667
0.77134, 0.666667
0.771571, 0.666667
0.771802, 0.666667
0.772033, 0.666667
0.772264, 0.666667
0.772495, 0.666667
0.772726, 0.666667
0.772957, 0.666667
0.773187, 0.666667
0.773418, 0.666667
0.773649, 0.666667
0.77388, 0.666667
0.774111, 0.666667
0.774342, 0.666667
0.774573, 0.666667
0.774804, 0.666667
0.775035, 0.666667
0.775266, 0.666667
0.775497, 0.666667
0.775728, 0.666667
0.775959, 0.666667
0.77619, 0.666667
0.776421, 0.666667
0.776652, 0.666667
0.776883, 0.666667
0.777113, 0.666667
0.777344, 0.666667
0.777575, 0.666667
0.777806, 0.666667
0.778037, 0.666667
0.778268, 0.666667
0.778499, 0.666667
0.77873, 0.666667
0.778961, 0.666667
0.779192, 0.666667
0.779423, 0.666667
0.779654, 0.666667
0.779885, 0.666667
0.780116, 0.666667
0.780347, 0.666667
0.780578, 0.666667
0.780809, 0.666667
0.781039, 0.666667
0.78127, 0.666667
0.781501, 0.666667
0.781732, 0.666667
0.781963, 0.666667
0.782194, 0.666667
0.782425, 0.666667
0.782656, 0.666667
0.782887, 0.666667
0.783118, 0.666667
0.783349, 0.666667
0.78358, 0.666667
0.783811, 0.666667
0.784042, 0.666667
0.784273, 0.666667
0.784504, 0.666667
0.784734, 0.666667
0.784965, 0.666667
0.785196, 0.666667
0.785427, 0.666667
0.785658, 0.666667
0.785889, 0.666667
0.78612, 0.666667
0.786351, 0.666667
0.786582, 0.666667
0.786813, 0.666667
0.787044, 0.666667
0.787275, 0.666667
0.787506, 0.666667
0.787737, 0.666667
0.787968, 0.666667
0.788199, 0.666667
0.78843, 0.666667
0.78866, 0.666667
0.788891, 0.666667
0.789122, 0.666667
0.789353, 0.666667
0.789584, 0.666667
0.789815, 0.666667
0.790046, 0.666667
0.790277, 0.666667
0.790508, 0.666667
0.790739, 0.666667
0.79097, 0.666667
0.791201, 0.666667
0.791432, 0.666667
0.791663, 0.666667
0.791894, 0.666667
0.792125, 0.666667
0.792356, 0.666667
0.792586, 0.666667
0.792817, 0.666667
0.793048, 0.666667
0.793279, 0.666667
0.79351, 0.666667
0.793741, 0.666667
0.793972, 0.666667
0.794203, 0.666667
0.794434, 0.666667
0.794665, 0.666667
0.794896, 0.666667
0.795127, 0.666667
0.795358, 0.666667
0.795589, 0.666667
0.79582, 0.666667
0.796051, 0.666667
0.796281, 0.666667
0.796512, 0.666667
0.796743, 0.666667
0.796974, 0.666667
0.797205, 0.666667
0.797436, 0.666667
0.797667, 0.666667
0.797898, 0.666667
0.798129, 0.666667
0.79836, 0.666667
0.798591, 0.666667
0.798822, 0.666667
0.799053, 0.666667
0.799284, 0.666667
0.799515, 0.666667
0.799746, 0.666667
0.799977, 0.666667
0.800207, 0.666667
0.800438, 0.666667
0.800669, 0.666667
0.8009, 0.666667
0.801131, 0.666667
0.801362, 0.666667
0.801593, 0.666667
0.801824, 0.666667
0.802055, 0.666667
0.802286, 0.666667
0.802517, 0.666667
0.802748, 0.666667
0.802979, 0.666667
0.80321, 0.666667
0.803441, 0.666667
0.803672, 0.666667
0.803903, 0.666667
0.804133, 0.666667
0.804364, 0.666667
0.804595, 0.666667
0.804826, 0.666667
0.805057, 0.666667
0.805288, 0.666667
0.805519, 0.666667
0.80575, 0.666667
0.805981, 0.666667
0.806212, 0.666667
0.806443, 0.666667
0.806674, 0.666667
0.806905, 0.666667
0.807136, 0.666667
0.807367, 0.666667
0.807598, 0.666667
0.807828, 0.666667
0.808059, 0.666667
0.80829, 0.666667
0.808521, 0.666667
0.808752, 0.666667
0.808983, 0.666667
0.809214, 0.666667
0.809445, 0.666667
0.809676, 0.666667
0.809907, 0.666667
0.810138, 0.666667
0.810369, 0.666667
0.8106, 0.666667
0.810831, 0.666667
0.811062, 0.666667
0.811293, 0.666667
0.811524, 0.666667
0.811754, 0.666667
0.811985, 0.666667
0.812216, 0.666667
0.812447, 0.666667
0.812678, 0.666667
0.812909, 0.666667
0.81314, 0.666667
0.813371, 0.666667
0.813602, 0.666667
0.813833, 0.666667
0.814064, 0.666667
0.814295, 0.666667
0.814526, 0.666667
0.814757, 0.666667
0.814988, 0.666667
0.815219, 0.666667
0.81545, 0.666667
0.81568, 0.666667
0.815911, 0.666667
0.816142, 0.666667
0.816373, 0.666667
0.816604, 0.666667
0.816835, 0.666667
0.817066, 0.666667
0.817297, 0.666667
0.817528, 0.666667
0.817759, 0.666667
0.81799, 0.666667
0.818221, 0.666667
0.818452, 0.666667
0.818683, 0.666667
0.818914, 0.666667
0.819145, 0.666667
0.819376, 0.666667
0.819606, 0.666667
0.819837, 0.666667
0.820068, 0.666667
0.820299, 0.666667
0.82053, 0.666667
0.820761, 0.666667
0.820992, 0.666667
0.821223, 0.666667
0.821454, 0.666667
0.821685, 0.666667
0.821916, 0.666667
0.822147, 0.666667
0.822378, 0.666667
0.822609, 0.666667
0.82284, 0.666667
0.823071, 0.666667
0.823301, 0.666667
0.823532, 0.666667
0.823763, 0.666667
0.823994, 0.666667
0.824225, 0.666667
0.824456, 0.666667
0.824687, 0.666667
0.824918, 0.666667
0.825149, 0.666667
0.82538, 0.666667
0.825611, 0.666667
0.825842, 0.666667
0.826073, 0.666667
0.826304, 0.666667
0.826535, 0.666667
0.826766, 0.666667
0.826997, 0.666667
0.827227, 0.666667
0.827458, 0.666667
0.827689, 0.666667
0.82792, 0.666667
0.828151, 0.666667
0.828382, 0.666667
0.828613, 0.666667
0.828844, 0.666667
0.829075, 0.666667
0.829306, 0.666667
0.829537, 0.666667
0.829768, 0.666667
0.829999, 0.666667
0.83023, 0.666667
0.830461, 0.666667
0.830692, 0.666667
0.830923, 0.666667
0.831153, 0.666667
0.831384, 0.666667
0.831615, 0.666667
0.831846, 0.666667
0.832077, 0.666667
0.832308, 0.666667
0.832539, 0.666667
0.83277, 0.666667
0.833001, 0.666667
0.833232, 0.666667
0.833463, 0.666667
0.833694, 0.666667
0.833925, 0.666667
0.834156, 0.666667
0.834387, 0.666667
0.834618, 0.666667
0.834848, 0.666667
0.835079, 0.666667
0.83531, 0.666667
0.835541, 0.666667
0.835772, 0.666667
0.836003, 0.666667
0.836234, 0.666667
0.836465, 0.666667
0.836696, 0.666667
0.836927, 0.666667
0.837158, 0.666667
0.837389, 0.666667
0.83762, 0.666667
0.837851, 0.666667
0.838082, 0.666667
0.838313, 0.666667
0.838544, 0.666667
0.838774, 0.666667
0.839005, 0.666667
0.839236, 0.666667
0.839467, 0.666667
0.839698, 0.666667
0.839929, 0.666667
0.84016, 0.666667
0.840391, 0.666667
0.840622, 0.666667
0.840853, 0.666667
0.841084, 0.666667
0.841315, 0.666667
0.841546, 0.666667
0.841777, 0.666667
0.842008, 0.666667
0.842239, 0.666667
0.84247, 0.666667
0.8427, 0.666667
0.842931, 0.666667
0.843162, 0.666667
0.843393, 0.666667
0.843624, 0.666667
0.843855, 0.666667
0.844086, 0.666667
0.844317, 0.666667
0.844548, 0.666667
0.844779, 0.666667
0.84501, 0.666667
0.845241, 0.666667
0.845472, 0.666667
0.845703, 0.666667
0.845934, 0.666667
0.846165, 0.666667
0.846395, 0.666667
0.846626, 0.666667
0.846857, 0.666667
0.847088, 0.666667
0.847319, 0.666667
0.84755, 0.666667
0.847781, 0.666667
0.848012, 0.666667
0.848243, 0.666667
0.848474, 0.666667
0.848705, 0.666667
0.848936, 0.666667
0.849167, 0.666667
0.849398, 0.666667
0.849629, 0.666667
0.84986, 0.666667
0.850091, 0.666667
0.850321, 0.666667
0.850552, 0.666667
0.850783, 0.666667
0.851014, 0.666667
0.851245, 0.666667
0.851476, 0.666667
0.851707, 0.666667
0.851938, 0.666667
0.852169, 0.666667
0.8524, 0.666667
0.852631, 0.666667
0.852862, 0.666667
0.853093, 0.666667
0.853324, 0.666667
0.853555, 0.666667
0.853786, 0.666667
0.854017, 0.666667
0.854247, 0.666667
0.854478, 0.666667
0.854709, 0.666667
0.85494, 0.666667
0.855171, 0.666667
0.855402, 0.666667
0.855633, 0.666667
0.855864, 0.666667
0.856095, 0.666667
0.856326, 0.666667
0.856557, 0.666667
0.856788, 0.666667
0.857019, 0.666667
0.85725, 0.666667
0.857481, 0.666667
0.857712, 0.666667
0.857943, 0.666667
0.858173, 0.666667
0.858404, 0.666667
0.858635, 0.666667
0.858866, 0.666667
0.859097, 0.666667
0.859328, 0.666667
0.859559, 0.666667
0.85979, 0.666667
0.860021, 0.666667
0.860252, 0.666667
0.860483, 0.666667
0.860714, 0.666667
0.860945, 0.666667
0.861176, 0.666667
0.861407, 0.666667
0.861638, 0.666667
0.861868, 0.666667
0.862099, 0.666667
0.86233, 0.666667
0.862561, 0.666667
0.862792, 0.666667
0.863023, 0.666667
0.863254, 0.666667
0.863485, 0.666667
0.863716, 0.666667
0.863947, 0.666667
0.864178, 0.666667
0.864409, 0.666667
0.86464, 0.666667
0.864871, 0.666667
0.865102, 0.666667
0.865333, 0.666667
0.865564, 0.666667
0.865794, 0.666667
0.866025, 0.666667
0.866256, 0.666667
0.866487, 0.666667
0.866718, 0.666667
0.866949, 0.666667
0.86718, 0.666667
0.867411, 0.666667
0.867642, 0.666667
0.867873, 0.666667
0.868104, 0.666667
0.868335, 0.666667
0.868566, 0.666667
0.868797, 0.666667
0.869028, 0.666667
0.869259, 0.666667
0.86949, 0.666667
0.86972, 0.666667
0.869951, 0.666667
0.870182, 0.666667
0.870413, 0.666667
0.870644, 0.666667
0.870875, 0.666667
0.871106, 0.666667
0.871337, 0.666667
0.871568, 0.666667
0.871799, 0.666667
0.87203, 0.666667
0.872261, 0.666667
0.872492, 0.666667
0.872723, 0.666667
0.872954, 0.666667
0.873185, 0.666667
0.873415, 0.666667
0.873646, 0.666667
0.873877, 0.666667
0.874108, 0.666667
0.874339, 0.666667
0.87457, 0.666667
0.874801, 0.666667
0.875032, 0.666667
0.875263, 0.666667
0.875494, 0.666667
0.875725, 0.666667
0.875956, 0.666667
0.876187, 0.666667
0.876418, 0.666667
0.876649, 0.666667
0.87688, 0.666667
0.877111, 0.666667
0.877341, 0.666667
0.877572, 0.666667
0.877803, 0.666667
0.878034, 0.666667
0.878265, 0.666667
0.878496, 0.666667
0.878727, 0.666667
0.878958, 0.666667
0.879189, 0.666667
0.87942, 0.666667
0.879651, 0.666667
0.879882, 0.666667
0.880113, 0.666667
0.880344, 0.666667
0.880575, 0.666667
0.880806, 0.666667
0.881037, 0.666667
0.881267, 0.666667
0.881498, 0.666667
0.881729, 0.666667
0.88196, 0.666667
0.882191, 0.666667
0.882422, 0.666667
0.882653, 0.666667
0.882884, 0.666667
0.883115, 0.666667
0.883346, 0.666667
0.883577, 0.666667
0.883808, 0.666667
0.884039, 0.666667
0.88427, 0.666667
0.884501, 0.666667
0.884732, 0.666667
0.884962, 0.666667
0.885193, 0.666667
0.885424, 0.666667
0.885655, 0.666667
0.885886, 0.666667
0.886117, 0.666667
0.886348, 0.666667
0.886579, 0.666667
0.88681, 0.666667
0.887041, 0.666667
0.887272, 0.666667
0.887503, 0.666667
0.887734, 0.666667
0.887965, 0.666667
0.888196, 0.666667
0.888427, 0.666667
0.888658, 0.666667
0.888888, 0.666667
0.889119, 0.666667
0.88935, 0.666667
0.889581, 0.666667
0.889812, 0.666667
0.890043, 0.666667
0.890274, 0.666667
0.890505, 0.666667
0.890736, 0.666667
0.890967, 0.666667
0.891198, 0.666667
0.891429, 0.666667
0.89166, 0.666667
0.891891, 0.666667
0.892122, 0.666667
0.892353, 0.666667
0.892584, 0.666667
0.892814, 0.666667
0.893045, 0.666667
0.893276, 0.666667
0.893507, 0.666667
0.893738, 0.666667
0.893969, 0.666667
0.8942, 0.666667
0.894431, 0.666667
0.894662, 0.666667
0.894893, 0.666667
0.895124, 0.666667
0.895355, 0.666667
0.895586, 0.666667
0.895817, 0.666667
0.896048, 0.666667
0.896279, 0.666667
0.896509, 0.666667
0.89674, 0.666667
0.896971, 0.666667
0.897202, 0.666667
0.897433, 0.666667
0.897664, 0.666667
0.897895, 0.666667
0.898126, 0.666667
0.898357, 0.666667
0.898588, 0.666667
0.898819, 0.666667
0.89905, 0.666667
0.899281, 0.666667
0.899512, 0.666667
0.899743, 0.666667
0.899974, 0.666667
0.900205, 0.666667
0.900435, 0.666667
0.900666, 0.666667
0.900897, 0.666667
0.901128, 0.666667
0.901359, 0.666667
0.90159, 0.666667
0.901821, 0.666667
0.902052, 0.666667
0.902283, 0.666667
0.902514, 0.666667
0.902745, 0.666667
0.902976, 0.666667
0.903207, 0.666667
0.903438, 0.666667
0.903669, 0.666667
0.9039, 0.666667
0.904131, 0.666667
0.904361, 0.666667
0.904592, 0.666667
0.904823, 0.666667
0.905054, 0.666667
0.905285, 0.666667
0.905516, 0.666667
0.905747, 0.666667
0.905978, 0.666667
0.906209, 0.666667
0.90644, 0.666667
0.906671, 0.666667
0.906902, 0.666667
0.907133, 0.666667
0.907364, 0.666667
0.907595, 0.666667
0.907826, 0.666667
0.908057, 0.666667
0.908287, 0.666667
0.908518, 0.666667
0.908749, 0.666667
0.90898, 0.666667
0.909211, 0.666667
0.909442, 0.666667
0.909673, 0.666667
0.909904, 0.666667
0.910135, 0.666667
0.910366, 0.666667
0.910597, 0.666667
0.910828, 0.666667
0.911059, 0.666667
0.91129, 0.666667
0.911521, 0.666667
0.911752, 0.666667
0.911982, 0.666667
0.912213, 0.666667
0.912444, 0.666667
0.912675, 0.666667
0.912906, 0.666667
0.913137, 0.666667
0.913368, 0.666667
0.913599, 0.666667
0.91383, 0.666667
0.914061, 0.666667
0.914292, 0.666667
0.914523, 0.666667
0.914754, 0.666667
0.914985, 0.666667
0.915216, 0.666667
0.915447, 0.666667
0.915678, 0.666667
0.915908, 0.666667
0.916139, 0.666667
0.91637, 0.666667
0.916601, 0.666667
0.916832, 0.666667
0.917063, 0.666667
0.917294, 0.666667
0.917525, 0.666667
0.917756, 0.666667
0.917987, 0.666667
0.918218, 0.666667
0.918449, 0.666667
0.91868, 0.666667
0.918911, 0.666667
0.919142, 0.666667
0.919373, 0.666667
0.919604, 0.666667
0.919834, 0.666667
0.920065, 0.666667
0.920296, 0.666667
0.920527, 0.666667
0.920758, 0.666667
0.920989, 0.666667
0.92122, 0.666667
0.921451, 0.666667
0.921682, 0.666667
0.921913, 0.666667
0.922144, 0.666667
0.922375, 0.666667
0.922606, 0.666667
0.922837, 0.666667
0.923068, 0.666667
0.923299, 0.666667
0.923529, 0.666667
0.92376, 0.666667
0.923991, 0.666667
0.924222, 0.666667
0.924453, 0.666667
0.924684, 0.666667
0.924915, 0.666667
0.925146, 0.666667
0.925377, 0.666667
0.925608, 0.666667
0.925839, 0.666667
0.92607, 0.666667
0.926301, 0.666667
0.926532, 0.666667
0.926763, 0.666667
0.926994, 0.666667
0.927225, 0.666667
0.927455, 0.666667
0.927686, 0.666667
0.927917, 0.666667
0.928148, 0.666667
0.928379, 0.666667
0.92861, 0.666667
0.928841, 0.666667
0.929072, 0.666667
0.929303, 0.666667
0.929534, 0.666667
0.929765, 0.666667
0.929996, 0.666667
0.930227, 0.666667
0.930458, 0.666667
0.930689, 0.666667
0.93092, 0.666667
0.931151, 0.666667
0.931381, 0.666667
0.931612, 0.666667
0.931843, 0.666667
0.932074, 0.666667
0.932305, 0.666667
0.932536, 0.666667
0.932767, 0.666667
0.932998, 0.666667
0.933229, 0.666667
0.93346, 0.666667
0.933691, 0.666667
0.933922, 0.666667
0.934153, 0.666667
0.934384, 0.666667
0.934615, 0.666667
0.934846, 0.666667
0.935076, 0.666667
0.935307, 0.666667
0.935538, 0.666667
0.935769, 0.666667
0.936, 0.666667
0.936231, 0.666667
0.936462, 0.666667
0.936693, 0.666667
0.936924, 0.666667
0.937155, 0.666667
0.937386, 0.666667
0.937617, 0.666667
0.937848, 0.666667
0.938079, 0.666667
0.93831, 0.666667
0.938541, 0.666667
0.938772, 0.666667
0.939002, 0.666667
0.939233, 0.666667
0.939464, 0.666667
0.939695, 0.666667
0.939926, 0.666667
0.940157, 0.666667
0.940388, 0.666667
0.940619, 0.666667
0.94085, 0.666667
0.941081, 0.666667
0.941312, 0.666667
0.941543, 0.666667
0.941774, 0.666667
0.942005, 0.666667
0.942236, 0.666667
0.942467, 0.666667
0.942698, 0.666667
0.942928, 0.666667
0.943159, 0.666667
0.94339, 0.666667
0.943621, 0.666667
0.943852, 0.666667
0.944083, 0.666667
0.944314, 0.666667
0.944545, 0.666667
0.944776, 0.666667
0.945007, 0.666667
0.945238, 0.666667
0.945469, 0.666667
0.9457, 0.666667
0.945931, 0.666667
0.946162, 0.666667
0.946393, 0.666667
0.946624, 0.666667
0.946854, 0.666667
0.947085, 0.666667
0.947316, 0.666667
0.947547, 0.666667
0.947778, 0.666667
0.948009, 0.666667
0.94824, 0.666667
0.948471, 0.666667
0.948702, 0.666667
0.948933, 0.666667
0.949164, 0.666667
0.949395, 0.666667
0.949626, 0.666667
0.949857, 0.666667
0.950088, 0.666667
0.950319, 0.666667
0.950549, 0.666667
0.95078, 0.666667
0.951011, 0.666667
0.951242, 0.666667
0.951473, 0.666667
0.951704, 0.666667
0.951935, 0.666667
0.952166, 0.666667
0.952397, 0.666667
0.952628, 0.666667
0.952859, 0.666667
0.95309, 0.666667
0.953321, 0.666667
0.953552, 0.666667
0.953783, 0.666667
0.954014, 0.666667
0.954245, 0.666667
0.954475, 0.666667
0.954706, 0.666667
0.954937, 0.666667
0.955168, 0.666667
0.955399, 0.666667
0.95563, 0.666667
0.955861, 0.666667
0.956092, 0.666667
0.956323, 0.666667
0.956554, 0.666667
0.956785, 0.666667
0.957016, 0.666667
0.957247, 0.666667
0.957478, 0.666667
0.957709, 0.666667
0.95794, 0.666667
0.958171, 0.666667
0.958401, 0.666667
0.958632, 0.666667
0.958863, 0.666667
0.959094, 0.666667
0.959325, 0.666667
0.959556, 0.666667
0.959787, 0.666667
0.960018, 0.666667
0.960249, 0.666667
0.96048, 0.666667
0.960711, 0.666667
0.960942, 0.666667
0.961173, 0.666667
0.961404, 0.666667
0.961635, 0.666667
0.961866, 0.666667
0.962096, 0.666667
0.962327, 0.666667
0.962558, 0.666667
0.962789, 0.666667
0.96302, 0.666667
0.963251, 0.666667
0.963482, 0.666667
0.963713, 0.666667
0.963944, 0.666667
0.964175, 0.666667
0.964406, 0.666667
0.964637, 0.666667
0.964868, 0.666667
0.965099, 0.666667
0.96533, 0.666667
0.965561, 0.666667
0.965792, 0.666667
0.966022, 0.666667
0.966253, 0.666667
0.966484, 0.666667
0.966715, 0.666667
0.966946, 0.666667
0.967177, 0.666667
0.967408, 0.666667
0.967639, 0.666667
0.96787, 0.666667
0.968101, 0.666667
0.968332, 0.666667
0.968563, 0.666667
0.968794, 0.666667
0.969025, 0.666667
0.969256, 0.666667
0.969487, 0.666667
0.969718, 0.666667
0.969948, 0.666667
0.970179, 0.666667
0.97041, 0.666667
0.970641, 0.666667
0.970872, 0.666667
0.971103, 0.666667
0.971334, 0.666667
0.971565, 0.666667
0.971796, 0.666667
0.972027, 0.666667
0.972258, 0.666667
0.972489, 0.666667
0.97272, 0.666667
0.972951, 0.666667
0.973182, 0.666667
0.973413, 0.666667
0.973643, 0.666667
0.973874, 0.666667
0.974105, 0.666667
0.974336, 0.666667
0.974567, 0.666667
0.974798, 0.666667
0.975029, 0.666667
0.97526, 0.666667
0.975491, 0.666667
0.975722, 0.666667
0.975953, 0.666667
0.976184, 0.666667
0.976415, 0.666667
0.976646, 0.666667
0.976877, 0.666667
0.977108, 0.666667
0.977339, 0.666667
0.977569, 0.666667
0.9778, 0.666667
0.978031, 0.666667
0.978262, 0.666667
0.978493, 0.666667
0.978724, 0.666667
0.978955, 0.666667
0.979186, 0.666667
0.979417, 0.666667
0.979648, 0.666667
0.979879, 0.666667
0.98011, 0.666667
0.980341, 0.666667
0.980572, 0.666667
0.980803, 0.666667
0.981034, 0.666667
0.981265, 0.666667
0.981495, 0.666667
0.981726, 0.666667
0.981957, 0.666667
0.982188, 0.666667
0.982419, 0.666667
0.98265, 0.666667
0.982881, 0.666667
0.983112, 0.666667
0.983343, 0.666667
0.983574, 0.666667
0.983805, 0.666667
0.984036, 0.666667
0.984267, 0.666667
0.984498, 0.666667
0.984729, 0.666667
0.98496, 0.666667
0.98519, 0.666667
0.985421, 0.666667
0.985652, 0.666667
0.985883, 0.666667
0.986114, 0.666667
0.986345, 0.666667
0.986576, 0.666667
0.986807, 0.666667
0.987038, 0.666667
0.987269, 0.666667
0.9875, 0.666667
0.987731, 0.666667
0.987962, 0.666667
0.988193, 0.666667
0.988424, 0.666667
0.988655, 0.666667
0.988886, 0.666667
0.989116, 0.666667
0.989347, 0.666667
0.989578, 0.666667
0.989809, 0.666667
0.99004, 0.666667
0.990271, 0.666667
0.990502, 0.666667
0.990733, 0.666667
0.990964, 0.666667
0.991195, 0.666667
0.991426, 0.666667
0.991657, 0.666667
0.991888, 0.666667
0.992119, 0.666667
0.99235, 0.666667
0.992581, 0.666667
0.992812, 0.666667
0.993042, 0.666667
0.993273, 0.666667
0.993504, 0.666667
0.993735, 0.666667
0.993966, 0.666667
0.994197, 0.666667
0.994428, 0.666667
0.994659, 0.666667
0.99489, 0.666667
0.995121, 0.666667
0.995352, 0.666667
0.995583, 0.666667
0.995814, 0.666667
0.996045, 0.666667
0.996276, 0.666667
0.996507, 0.666667
0.996738, 0.666667
0.996968, 0.666667
0.997199, 0.666667
0.99743, 0.666667
0.997661, 0.666667
0.997892, 0.666667
0.998123, 0.666667
0.998354, 0.666667
0.998585, 0.666667
