offset analytical, V
0.612915, 0.722648
0.613146, 0.722726
0.613377, 0.722805
0.613608, 0.722883
0.613839, 0.722962
0.61407, 0.72304
0.614301, 0.723119
0.614532, 0.723197
0.614763, 0.723275
0.614994, 0.723354
0.615224, 0.723432
0.615455, 0.723511
0.615686, 0.723589
0.615917, 0.723667
0.616148, 0.723746
0.616379, 0.723824
0.61661, 0.723903
0.616841, 0.723981
0.617072, 0.724059
0.617303, 0.724138
0.617534, 0.724216
0.617765, 0.724294
0.617996, 0.724373
0.618227, 0.724451
0.618458, 0.724529
0.618689, 0.724608
0.618919, 0.724686
0.61915, 0.724764
0.619381, 0.724843
0.619612, 0.724921
0.619843, 0.724999
0.620074, 0.725077
0.620305, 0.725156
0.620536, 0.725234
0.620767, 0.725312
0.620998, 0.72539
0.621229, 0.725469
0.62146, 0.725547
0.621691, 0.725625
0.621922, 0.725703
0.622153, 0.725782
0.622384, 0.72586
0.622615, 0.725938
0.622845, 0.726016
0.623076, 0.726094
0.623307, 0.726173
0.623538, 0.726251
0.623769, 0.726329
0.624, 0.726407
0.624231, 0.726485
0.624462, 0.726564
0.624693, 0.726642
0.624924, 0.72672
0.625155, 0.726798
0.625386, 0.726876
0.625617, 0.726954
0.625848, 0.727032
0.626079, 0.727111
0.62631, 0.727189
0.626541, 0.727267
0.626771, 0.727345
0.627002, 0.727423
0.627233, 0.727501
0.627464, 0.727579
0.627695, 0.727657
0.627926, 0.727735
0.628157, 0.727813
0.628388, 0.727891
0.628619, 0.727969
0.62885, 0.728047
0.629081, 0.728126
0.629312, 0.728204
0.629543, 0.728282
0.629774, 0.72836
0.630005, 0.728438
0.630236, 0.728516
0.630466, 0.728594
0.630697, 0.728672
0.630928, 0.72875
0.631159, 0.728828
0.63139, 0.728906
0.631621, 0.728984
0.631852, 0.729061
0.632083, 0.729139
0.632314, 0.729217
0.632545, 0.729295
0.632776, 0.729373
0.633007, 0.729451
0.633238, 0.729529
0.633469, 0.729607
0.6337, 0.729685
0.633931, 0.729763
0.634162, 0.729841
0.634392, 0.729919
0.634623, 0.729997
0.634854, 0.730074
0.635085, 0.730152
0.635316, 0.73023
0.635547, 0.730308
0.635778, 0.730386
0.636009, 0.730464
0.63624, 0.730542
0.636471, 0.730619
0.636702, 0.730697
0.636933, 0.730775
0.637164, 0.730853
0.637395, 0.730931
0.637626, 0.731008
0.637857, 0.731086
0.638088, 0.731164
0.638318, 0.731242
0.638549, 0.73132
0.63878, 0.731397
0.639011, 0.731475
0.639242, 0.731553
0.639473, 0.731631
0.639704, 0.731708
0.639935, 0.731786
0.640166, 0.731864
0.640397, 0.731942
0.640628, 0.732019
0.640859, 0.732097
0.64109, 0.732175
0.641321, 0.732252
0.641552, 0.73233
0.641783, 0.732408
0.642013, 0.732486
0.642244, 0.732563
0.642475, 0.732641
0.642706, 0.732719
0.642937, 0.732796
0.643168, 0.732874
0.643399, 0.732951
0.64363, 0.733029
0.643861, 0.733107
0.644092, 0.733184
0.644323, 0.733262
0.644554, 0.73334
0.644785, 0.733417
0.645016, 0.733495
0.645247, 0.733572
0.645478, 0.73365
0.645709, 0.733728
0.645939, 0.733805
0.64617, 0.733883
0.646401, 0.73396
0.646632, 0.734038
0.646863, 0.734115
0.647094, 0.734193
0.647325, 0.73427
0.647556, 0.734348
0.647787, 0.734425
0.648018, 0.734503
0.648249, 0.73458
0.64848, 0.734658
0.648711, 0.734735
0.648942, 0.734813
0.649173, 0.73489
0.649404, 0.734968
0.649635, 0.735045
0.649865, 0.735123
0.650096, 0.7352
0.650327, 0.735278
0.650558, 0.735355
0.650789, 0.735433
0.65102, 0.73551
0.651251, 0.735587
0.651482, 0.735665
0.651713, 0.735742
0.651944, 0.73582
0.652175, 0.735897
0.652406, 0.735974
0.652637, 0.736052
0.652868, 0.736129
0.653099, 0.736207
0.65333, 0.736284
0.653561, 0.736361
0.653791, 0.736439
0.654022, 0.736516
0.654253, 0.736593
0.654484, 0.736671
0.654715, 0.736748
0.654946, 0.736825
0.655177, 0.736903
0.655408, 0.73698
0.655639, 0.737057
0.65587, 0.737135
0.656101, 0.737212
0.656332, 0.737289
0.656563, 0.737366
0.656794, 0.737444
0.657025, 0.737521
0.657256, 0.737598
0.657486, 0.737675
0.657717, 0.737753
0.657948, 0.73783
0.658179, 0.737907
0.65841, 0.737984
0.658641, 0.738062
0.658872, 0.738139
0.659103, 0.738216
0.659334, 0.738293
0.659565, 0.73837
0.659796, 0.738448
0.660027, 0.738525
0.660258, 0.738602
0.660489, 0.738679
0.66072, 0.738756
0.660951, 0.738833
0.661182, 0.73891
0.661412, 0.738988
0.661643, 0.739065
0.661874, 0.739142
0.662105, 0.739219
0.662336, 0.739296
0.662567, 0.739373
0.662798, 0.73945
0.663029, 0.739527
0.66326, 0.739604
0.663491, 0.739682
0.663722, 0.739759
0.663953, 0.739836
0.664184, 0.739913
0.664415, 0.73999
0.664646, 0.740067
0.664877, 0.740144
0.665108, 0.740221
0.665338, 0.740298
0.665569, 0.740375
0.6658, 0.740452
0.666031, 0.740529
0.666262, 0.740606
0.666493, 0.740683
0.666724, 0.74076
0.666955, 0.740837
0.667186, 0.740914
0.667417, 0.740991
0.667648, 0.741068
0.667879, 0.741145
0.66811, 0.741222
0.668341, 0.741299
0.668572, 0.741375
0.668803, 0.741452
0.669033, 0.741529
0.669264, 0.741606
0.669495, 0.741683
0.669726, 0.74176
0.669957, 0.741837
0.670188, 0.741914
0.670419, 0.741991
0.67065, 0.742068
0.670881, 0.742144
0.671112, 0.742221
0.671343, 0.742298
0.671574, 0.742375
0.671805, 0.742452
0.672036, 0.742529
0.672267, 0.742605
0.672498, 0.742682
0.672729, 0.742759
0.672959, 0.742836
0.67319, 0.742913
0.673421, 0.742989
0.673652, 0.743066
0.673883, 0.743143
0.674114, 0.74322
0.674345, 0.743297
0.674576, 0.743373
0.674807, 0.74345
0.675038, 0.743527
0.675269, 0.743603
0.6755, 0.74368
0.675731, 0.743757
0.675962, 0.743834
0.676193, 0.74391
0.676424, 0.743987
0.676655, 0.744064
0.676885, 0.74414
0.677116, 0.744217
0.677347, 0.744294
0.677578, 0.74437
0.677809, 0.744447
0.67804, 0.744524
0.678271, 0.7446
0.678502, 0.744677
0.678733, 0.744754
0.678964, 0.74483
0.679195, 0.744907
0.679426, 0.744984
0.679657, 0.74506
0.679888, 0.745137
0.680119, 0.745213
0.68035, 0.74529
0.68058, 0.745367
0.680811, 0.745443
0.681042, 0.74552
0.681273, 0.745596
0.681504, 0.745673
0.681735, 0.745749
0.681966, 0.745826
0.682197, 0.745902
0.682428, 0.745979
0.682659, 0.746055
0.68289, 0.746132
0.683121, 0.746208
0.683352, 0.746285
0.683583, 0.746361
0.683814, 0.746438
0.684045, 0.746514
0.684276, 0.746591
0.684506, 0.746667
0.684737, 0.746744
0.684968, 0.74682
0.685199, 0.746897
0.68543, 0.746973
0.685661, 0.747049
0.685892, 0.747126
0.686123, 0.747202
0.686354, 0.747279
0.686585, 0.747355
0.686816, 0.747432
0.687047, 0.747508
0.687278, 0.747584
0.687509, 0.747661
0.68774, 0.747737
0.687971, 0.747813
0.688202, 0.74789
0.688432, 0.747966
0.688663, 0.748042
0.688894, 0.748119
0.689125, 0.748195
0.689356, 0.748271
0.689587, 0.748348
0.689818, 0.748424
0.690049, 0.7485
0.69028, 0.748577
0.690511, 0.748653
0.690742, 0.748729
0.690973, 0.748805
0.691204, 0.748882
0.691435, 0.748958
0.691666, 0.749034
0.691897, 0.74911
0.692128, 0.749187
0.692358, 0.749263
0.692589, 0.749339
0.69282, 0.749415
0.693051, 0.749492
0.693282, 0.749568
0.693513, 0.749644
0.693744, 0.74972
0.693975, 0.749796
0.694206, 0.749872
0.694437, 0.749949
0.694668, 0.750025
0.694899, 0.750101
0.69513, 0.750177
0.695361, 0.750253
0.695592, 0.750329
0.695823, 0.750405
0.696053, 0.750482
0.696284, 0.750558
0.696515, 0.750634
0.696746, 0.75071
0.696977, 0.750786
0.697208, 0.750862
0.697439, 0.750938
0.69767, 0.751014
0.697901, 0.75109
0.698132, 0.751166
0.698363, 0.751242
0.698594, 0.751318
0.698825, 0.751394
0.699056, 0.75147
0.699287, 0.751546
0.699518, 0.751622
0.699749, 0.751698
0.699979, 0.751774
0.70021, 0.75185
0.700441, 0.751926
0.700672, 0.752002
0.700903, 0.752078
0.701134, 0.752154
0.701365, 0.75223
0.701596, 0.752306
0.701827, 0.752382
0.702058, 0.752458
0.702289, 0.752534
0.70252, 0.75261
0.702751, 0.752686
0.702982, 0.752762
0.703213, 0.752838
0.703444, 0.752914
0.703675, 0.75299
0.703905, 0.753065
0.704136, 0.753141
0.704367, 0.753217
0.704598, 0.753293
0.704829, 0.753369
0.70506, 0.753445
0.705291, 0.753521
0.705522, 0.753596
0.705753, 0.753672
0.705984, 0.753748
0.706215, 0.753824
0.706446, 0.7539
0.706677, 0.753975
0.706908, 0.754051
0.707139, 0.754127
0.70737, 0.754203
0.7076, 0.754278
0.707831, 0.754354
0.708062, 0.75443
0.708293, 0.754506
0.708524, 0.754581
0.708755, 0.754657
0.708986, 0.754733
0.709217, 0.754809
0.709448, 0.754884
0.709679, 0.75496
0.70991, 0.755036
0.710141, 0.755111
0.710372, 0.755187
0.710603, 0.755263
0.710834, 0.755338
0.711065, 0.755414
0.711296, 0.75549
0.711526, 0.755565
0.711757, 0.755641
0.711988, 0.755717
0.712219, 0.755792
0.71245, 0.755868
0.712681, 0.755944
0.712912, 0.756019
0.713143, 0.756095
0.713374, 0.75617
0.713605, 0.756246
0.713836, 0.756321
0.714067, 0.756397
0.714298, 0.756473
0.714529, 0.756548
0.71476, 0.756624
0.714991, 0.756699
0.715222, 0.756775
0.715452, 0.75685
0.715683, 0.756926
0.715914, 0.757001
0.716145, 0.757077
0.716376, 0.757152
0.716607, 0.757228
0.716838, 0.757303
0.717069, 0.757379
0.7173, 0.757454
0.717531, 0.75753
0.717762, 0.757605
0.717993, 0.757681
0.718224, 0.757756
0.718455, 0.757831
0.718686, 0.757907
0.718917, 0.757982
0.719147, 0.758058
0.719378, 0.758133
0.719609, 0.758208
0.71984, 0.758284
0.720071, 0.758359
0.720302, 0.758435
0.720533, 0.75851
0.720764, 0.758585
0.720995, 0.758661
0.721226, 0.758736
0.721457, 0.758811
0.721688, 0.758887
0.721919, 0.758962
0.72215, 0.759037
0.722381, 0.759113
0.722612, 0.759188
0.722843, 0.759263
0.723073, 0.759339
0.723304, 0.759414
0.723535, 0.759489
0.723766, 0.759564
0.723997, 0.75964
0.724228, 0.759715
0.724459, 0.75979
0.72469, 0.759865
0.724921, 0.759941
0.725152, 0.760016
0.725383, 0.760091
0.725614, 0.760166
0.725845, 0.760241
0.726076, 0.760317
0.726307, 0.760392
0.726538, 0.760467
0.726769, 0.760542
0.726999, 0.760617
0.72723, 0.760692
0.727461, 0.760768
0.727692, 0.760843
0.727923, 0.760918
0.728154, 0.760993
0.728385, 0.761068
0.728616, 0.761143
0.728847, 0.761218
0.729078, 0.761293
0.729309, 0.761369
0.72954, 0.761444
0.729771, 0.761519
0.730002, 0.761594
0.730233, 0.761669
0.730464, 0.761744
0.730695, 0.761819
0.730925, 0.761894
0.731156, 0.761969
0.731387, 0.762044
0.731618, 0.762119
0.731849, 0.762194
0.73208, 0.762269
0.732311, 0.762344
0.732542, 0.762419
0.732773, 0.762494
0.733004, 0.762569
0.733235, 0.762644
0.733466, 0.762719
0.733697, 0.762794
0.733928, 0.762869
0.734159, 0.762944
0.73439, 0.763019
0.73462, 0.763094
0.734851, 0.763169
0.735082, 0.763243
0.735313, 0.763318
0.735544, 0.763393
0.735775, 0.763468
0.736006, 0.763543
0.736237, 0.763618
0.736468, 0.763693
0.736699, 0.763768
0.73693, 0.763842
0.737161, 0.763917
0.737392, 0.763992
0.737623, 0.764067
0.737854, 0.764142
0.738085, 0.764217
0.738316, 0.764291
0.738546, 0.764366
0.738777, 0.764441
0.739008, 0.764516
0.739239, 0.76459
0.73947, 0.764665
0.739701, 0.76474
0.739932, 0.764815
0.740163, 0.76489
0.740394, 0.764964
0.740625, 0.765039
0.740856, 0.765114
0.741087, 0.765188
0.741318, 0.765263
0.741549, 0.765338
0.74178, 0.765413
0.742011, 0.765487
0.742242, 0.765562
0.742472, 0.765637
0.742703, 0.765711
0.742934, 0.765786
0.743165, 0.765861
0.743396, 0.765935
0.743627, 0.76601
0.743858, 0.766084
0.744089, 0.766159
0.74432, 0.766234
0.744551, 0.766308
0.744782, 0.766383
0.745013, 0.766457
0.745244, 0.766532
0.745475, 0.766607
0.745706, 0.766681
0.745937, 0.766756
0.746167, 0.76683
0.746398, 0.766905
0.746629, 0.766979
0.74686, 0.767054
0.747091, 0.767128
0.747322, 0.767203
0.747553, 0.767277
0.747784, 0.767352
0.748015, 0.767426
0.748246, 0.767501
0.748477, 0.767575
0.748708, 0.76765
0.748939, 0.767724
0.74917, 0.767799
0.749401, 0.767873
0.749632, 0.767948
0.749863, 0.768022
0.750093, 0.768097
0.750324, 0.768171
0.750555, 0.768245
0.750786, 0.76832
0.751017, 0.768394
0.751248, 0.768469
0.751479, 0.768543
0.75171, 0.768617
0.751941, 0.768692
0.752172, 0.768766
0.752403, 0.76884
0.752634, 0.768915
0.752865, 0.768989
0.753096, 0.769063
0.753327, 0.769138
0.753558, 0.769212
0.753789, 0.769286
0.754019, 0.769361
0.75425, 0.769435
0.754481, 0.769509
0.754712, 0.769583
0.754943, 0.769658
0.755174, 0.769732
0.755405, 0.769806
0.755636, 0.76988
0.755867, 0.769955
0.756098, 0.770029
0.756329, 0.770103
0.75656, 0.770177
0.756791, 0.770252
0.757022, 0.770326
0.757253, 0.7704
0.757484, 0.770474
0.757714, 0.770548
0.757945, 0.770622
0.758176, 0.770697
0.758407, 0.770771
0.758638, 0.770845
0.758869, 0.770919
0.7591, 0.770993
0.759331, 0.771067
0.759562, 0.771141
0.759793, 0.771216
0.760024, 0.77129
0.760255, 0.771364
0.760486, 0.771438
0.760717, 0.771512
0.760948, 0.771586
0.761179, 0.77166
0.76141, 0.771734
0.76164, 0.771808
0.761871, 0.771882
0.762102, 0.771956
0.762333, 0.77203
0.762564, 0.772104
0.762795, 0.772178
0.763026, 0.772252
0.763257, 0.772326
0.763488, 0.7724
0.763719, 0.772474
0.76395, 0.772548
0.764181, 0.772622
0.764412, 0.772696
0.764643, 0.77277
0.764874, 0.772844
0.765105, 0.772918
0.765336, 0.772992
0.765566, 0.773066
0.765797, 0.77314
0.766028, 0.773214
0.766259, 0.773287
0.76649, 0.773361
0.766721, 0.773435
0.766952, 0.773509
0.767183, 0.773583
0.767414, 0.773657
0.767645, 0.773731
0.767876, 0.773805
0.768107, 0.773878
0.768338, 0.773952
0.768569, 0.774026
0.7688, 0.7741
0.769031, 0.774174
0.769261, 0.774247
0.769492, 0.774321
0.769723, 0.774395
0.769954, 0.774469
0.770185, 0.774543
0.770416, 0.774616
0.770647, 0.77469
0.770878, 0.774764
0.771109, 0.774837
0.77134, 0.774911
0.771571, 0.774985
0.771802, 0.775059
0.772033, 0.775132
0.772264, 0.775206
0.772495, 0.77528
0.772726, 0.775353
0.772957, 0.775427
0.773187, 0.775501
0.773418, 0.775574
0.773649, 0.775648
0.77388, 0.775722
0.774111, 0.775795
0.774342, 0.775869
0.774573, 0.775943
0.774804, 0.776016
0.775035, 0.77609
0.775266, 0.776163
0.775497, 0.776237
0.775728, 0.776311
0.775959, 0.776384
0.77619, 0.776458
0.776421, 0.776531
0.776652, 0.776605
0.776883, 0.776678
0.777113, 0.776752
0.777344, 0.776825
0.777575, 0.776899
0.777806, 0.776972
0.778037, 0.777046
0.778268, 0.777119
0.778499, 0.777193
0.77873, 0.777266
0.778961, 0.77734
0.779192, 0.777413
0.779423, 0.777487
0.779654, 0.77756
0.779885, 0.777634
0.780116, 0.777707
0.780347, 0.77778
0.780578, 0.777854
0.780809, 0.777927
0.781039, 0.778001
0.78127, 0.778074
0.781501, 0.778147
0.781732, 0.778221
0.781963, 0.778294
0.782194, 0.778368
0.782425, 0.778441
0.782656, 0.778514
0.782887, 0.778588
0.783118, 0.778661
0.783349, 0.778734
0.78358, 0.778808
0.783811, 0.778881
0.784042, 0.778954
0.784273, 0.779027
0.784504, 0.779101
0.784734, 0.779174
0.784965, 0.779247
0.785196, 0.779321
0.785427, 0.779394
0.785658, 0.779467
0.785889, 0.77954
0.78612, 0.779613
0.786351, 0.779687
0.786582, 0.77976
0.786813, 0.779833
0.787044, 0.779906
0.787275, 0.779979
0.787506, 0.780053
0.787737, 0.780126
0.787968, 0.780199
0.788199, 0.780272
0.78843, 0.780345
0.78866, 0.780418
0.788891, 0.780492
0.789122, 0.780565
0.789353, 0.780638
0.789584, 0.780711
0.789815, 0.780784
0.790046, 0.780857
0.790277, 0.78093
0.790508, 0.781003
0.790739, 0.781076
0.79097, 0.781149
0.791201, 0.781222
0.791432, 0.781296
0.791663, 0.781369
0.791894, 0.781442
0.792125, 0.781515
0.792356, 0.781588
0.792586, 0.781661
0.792817, 0.781734
0.793048, 0.781807
0.793279, 0.78188
0.79351, 0.781953
0.793741, 0.782026
0.793972, 0.782098
0.794203, 0.782171
0.794434, 0.782244
0.794665, 0.782317
0.794896, 0.78239
0.795127, 0.782463
0.795358, 0.782536
0.795589, 0.782609
0.79582, 0.782682
0.796051, 0.782755
0.796281, 0.782828
0.796512, 0.782901
0.796743, 0.782973
0.796974, 0.783046
0.797205, 0.783119
0.797436, 0.783192
0.797667, 0.783265
0.797898, 0.783338
0.798129, 0.78341
0.79836, 0.783483
0.798591, 0.783556
0.798822, 0.783629
0.799053, 0.783702
0.799284, 0.783774
0.799515, 0.783847
0.799746, 0.78392
0.799977, 0.783993
0.800207, 0.784065
0.800438, 0.784138
0.800669, 0.784211
0.8009, 0.784284
0.801131, 0.784356
0.801362, 0.784429
0.801593, 0.784502
0.801824, 0.784574
0.802055, 0.784647
0.802286, 0.78472
0.802517, 0.784792
0.802748, 0.784865
0.802979, 0.784938
0.80321, 0.78501
0.803441, 0.785083
0.803672, 0.785156
0.803903, 0.785228
0.804133, 0.785301
0.804364, 0.785373
0.804595, 0.785446
0.804826, 0.785519
0.805057, 0.785591
0.805288, 0.785664
0.805519, 0.785736
0.80575, 0.785809
0.805981, 0.785881
0.806212, 0.785954
0.806443, 0.786026
0.806674, 0.786099
0.806905, 0.786171
0.807136, 0.786244
0.807367, 0.786316
0.807598, 0.786389
0.807828, 0.786461
0.808059, 0.786534
0.80829, 0.786606
0.808521, 0.786679
0.808752, 0.786751
0.808983, 0.786824
0.809214, 0.786896
0.809445, 0.786968
0.809676, 0.787041
0.809907, 0.787113
0.810138, 0.787186
0.810369, 0.787258
0.8106, 0.78733
0.810831, 0.787403
0.811062, 0.787475
0.811293, 0.787548
0.811524, 0.78762
0.811754, 0.787692
0.811985, 0.787765
0.812216, 0.787837
0.812447, 0.787909
0.812678, 0.787982
0.812909, 0.788054
0.81314, 0.788126
0.813371, 0.788198
0.813602, 0.788271
0.813833, 0.788343
0.814064, 0.788415
0.814295, 0.788487
0.814526, 0.78856
0.814757, 0.788632
0.814988, 0.788704
0.815219, 0.788776
0.81545, 0.788849
0.81568, 0.788921
0.815911, 0.788993
0.816142, 0.789065
0.816373, 0.789137
0.816604, 0.78921
0.816835, 0.789282
0.817066, 0.789354
0.817297, 0.789426
0.817528, 0.789498
0.817759, 0.78957
0.81799, 0.789642
0.818221, 0.789714
0.818452, 0.789787
0.818683, 0.789859
0.818914, 0.789931
0.819145, 0.790003
0.819376, 0.790075
0.819606, 0.790147
0.819837, 0.790219
0.820068, 0.790291
0.820299, 0.790363
0.82053, 0.790435
0.820761, 0.790507
0.820992, 0.790579
0.821223, 0.790651
0.821454, 0.790723
0.821685, 0.790795
0.821916, 0.790867
0.822147, 0.790939
0.822378, 0.791011
0.822609, 0.791083
0.82284, 0.791155
0.823071, 0.791227
0.823301, 0.791299
0.823532, 0.791371
0.823763, 0.791443
0.823994, 0.791515
0.824225, 0.791586
0.824456, 0.791658
0.824687, 0.79173
0.824918, 0.791802
0.825149, 0.791874
0.82538, 0.791946
0.825611, 0.792018
0.825842, 0.79209
0.826073, 0.792161
0.826304, 0.792233
0.826535, 0.792305
0.826766, 0.792377
0.826997, 0.792449
0.827227, 0.79252
0.827458, 0.792592
0.827689, 0.792664
0.82792, 0.792736
0.828151, 0.792808
0.828382, 0.792879
0.828613, 0.792951
0.828844, 0.793023
0.829075, 0.793094
0.829306, 0.793166
0.829537, 0.793238
0.829768, 0.79331
0.829999, 0.793381
0.83023, 0.793453
0.830461, 0.793525
0.830692, 0.793596
0.830923, 0.793668
0.831153, 0.79374
0.831384, 0.793811
0.831615, 0.793883
0.831846, 0.793955
0.832077, 0.794026
0.832308, 0.794098
0.832539, 0.794169
0.83277, 0.794241
0.833001, 0.794313
0.833232, 0.794384
0.833463, 0.794456
0.833694, 0.794527
0.833925, 0.794599
0.834156, 0.79467
0.834387, 0.794742
0.834618, 0.794813
0.834848, 0.794885
0.835079, 0.794956
0.83531, 0.795028
0.835541, 0.795099
0.835772, 0.795171
0.836003, 0.795242
0.836234, 0.795314
0.836465, 0.795385
0.836696, 0.795457
0.836927, 0.795528
0.837158, 0.7956
0.837389, 0.795671
0.83762, 0.795742
0.837851, 0.795814
0.838082, 0.795885
0.838313, 0.795957
0.838544, 0.796028
0.838774, 0.796099
0.839005, 0.796171
0.839236, 0.796242
0.839467, 0.796313
0.839698, 0.796385
0.839929, 0.796456
0.84016, 0.796527
0.840391, 0.796599
0.840622, 0.79667
0.840853, 0.796741
0.841084, 0.796813
0.841315, 0.796884
0.841546, 0.796955
0.841777, 0.797026
0.842008, 0.797098
0.842239, 0.797169
0.84247, 0.79724
0.8427, 0.797311
0.842931, 0.797383
0.843162, 0.797454
0.843393, 0.797525
0.843624, 0.797596
0.843855, 0.797667
0.844086, 0.797739
0.844317, 0.79781
0.844548, 0.797881
0.844779, 0.797952
0.84501, 0.798023
0.845241, 0.798094
0.845472, 0.798166
0.845703, 0.798237
0.845934, 0.798308
0.846165, 0.798379
0.846395, 0.79845
0.846626, 0.798521
0.846857, 0.798592
0.847088, 0.798663
0.847319, 0.798734
0.84755, 0.798805
0.847781, 0.798876
0.848012, 0.798947
0.848243, 0.799018
0.848474, 0.79909
0.848705, 0.799161
0.848936, 0.799232
0.849167, 0.799303
0.849398, 0.799374
0.849629, 0.799444
0.84986, 0.799515
0.850091, 0.799586
0.850321, 0.799657
0.850552, 0.799728
0.850783, 0.799799
0.851014, 0.79987
0.851245, 0.799941
0.851476, 0.800012
0.851707, 0.800083
0.851938, 0.800154
0.852169, 0.800225
0.8524, 0.800296
0.852631, 0.800366
0.852862, 0.800437
0.853093, 0.800508
0.853324, 0.800579
0.853555, 0.80065
0.853786, 0.800721
0.854017, 0.800791
0.854247, 0.800862
0.854478, 0.800933
0.854709, 0.801004
0.85494, 0.801075
0.855171, 0.801145
0.855402, 0.801216
0.855633, 0.801287
0.855864, 0.801358
0.856095, 0.801428
0.856326, 0.801499
0.856557, 0.80157
0.856788, 0.801641
0.857019, 0.801711
0.85725, 0.801782
0.857481, 0.801853
0.857712, 0.801923
0.857943, 0.801994
0.858173, 0.802065
0.858404, 0.802135
0.858635, 0.802206
0.858866, 0.802277
0.859097, 0.802347
0.859328, 0.802418
0.859559, 0.802488
0.85979, 0.802559
0.860021, 0.80263
0.860252, 0.8027
0.860483, 0.802771
0.860714, 0.802841
0.860945, 0.802912
0.861176, 0.802982
0.861407, 0.803053
0.861638, 0.803124
0.861868, 0.803194
0.862099, 0.803265
0.86233, 0.803335
0.862561, 0.803406
0.862792, 0.803476
0.863023, 0.803547
0.863254, 0.803617
0.863485, 0.803688
0.863716, 0.803758
0.863947, 0.803828
0.864178, 0.803899
0.864409, 0.803969
0.86464, 0.80404
0.864871, 0.80411
0.865102, 0.804181
0.865333, 0.804251
0.865564, 0.804321
0.865794, 0.804392
0.866025, 0.804462
0.866256, 0.804532
0.866487, 0.804603
0.866718, 0.804673
0.866949, 0.804743
0.86718, 0.804814
0.867411, 0.804884
0.867642, 0.804954
0.867873, 0.805025
0.868104, 0.805095
0.868335, 0.805165
0.868566, 0.805236
0.868797, 0.805306
0.869028, 0.805376
0.869259, 0.805446
0.86949, 0.805517
0.86972, 0.805587
0.869951, 0.805657
0.870182, 0.805727
0.870413, 0.805797
0.870644, 0.805868
0.870875, 0.805938
0.871106, 0.806008
0.871337, 0.806078
0.871568, 0.806148
0.871799, 0.806218
0.87203, 0.806289
0.872261, 0.806359
0.872492, 0.806429
0.872723, 0.806499
0.872954, 0.806569
0.873185, 0.806639
0.873415, 0.806709
0.873646, 0.806779
0.873877, 0.806849
0.874108, 0.806919
0.874339, 0.80699
0.87457, 0.80706
0.874801, 0.80713
0.875032, 0.8072
0.875263, 0.80727
0.875494, 0.80734
0.875725, 0.80741
0.875956, 0.80748
0.876187, 0.80755
0.876418, 0.80762
0.876649, 0.80769
0.87688, 0.80776
0.877111, 0.80783
0.877341, 0.807899
0.877572, 0.807969
0.877803, 0.808039
0.878034, 0.808109
0.878265, 0.808179
0.878496, 0.808249
0.878727, 0.808319
0.878958, 0.808389
0.879189, 0.808459
0.87942, 0.808529
0.879651, 0.808598
0.879882, 0.808668
0.880113, 0.808738
0.880344, 0.808808
0.880575, 0.808878
0.880806, 0.808948
0.881037, 0.809017
0.881267, 0.809087
0.881498, 0.809157
0.881729, 0.809227
0.88196, 0.809296
0.882191, 0.809366
0.882422, 0.809436
0.882653, 0.809506
0.882884, 0.809575
0.883115, 0.809645
0.883346, 0.809715
0.883577, 0.809785
0.883808, 0.809854
0.884039, 0.809924
0.88427, 0.809994
0.884501, 0.810063
0.884732, 0.810133
0.884962, 0.810203
0.885193, 0.810272
0.885424, 0.810342
0.885655, 0.810412
0.885886, 0.810481
0.886117, 0.810551
0.886348, 0.81062
0.886579, 0.81069
0.88681, 0.81076
0.887041, 0.810829
0.887272, 0.810899
0.887503, 0.810968
0.887734, 0.811038
0.887965, 0.811107
0.888196, 0.811177
0.888427, 0.811246
0.888658, 0.811316
0.888888, 0.811385
0.889119, 0.811455
0.88935, 0.811524
0.889581, 0.811594
0.889812, 0.811663
0.890043, 0.811733
0.890274, 0.811802
0.890505, 0.811872
0.890736, 0.811941
0.890967, 0.81201
0.891198, 0.81208
0.891429, 0.812149
0.89166, 0.812219
0.891891, 0.812288
0.892122, 0.812357
0.892353, 0.812427
0.892584, 0.812496
0.892814, 0.812565
0.893045, 0.812635
0.893276, 0.812704
0.893507, 0.812773
0.893738, 0.812843
0.893969, 0.812912
0.8942, 0.812981
0.894431, 0.813051
0.894662, 0.81312
0.894893, 0.813189
0.895124, 0.813258
0.895355, 0.813328
0.895586, 0.813397
0.895817, 0.813466
0.896048, 0.813535
0.896279, 0.813605
0.896509, 0.813674
0.89674, 0.813743
0.896971, 0.813812
0.897202, 0.813881
0.897433, 0.813951
0.897664, 0.81402
0.897895, 0.814089
0.898126, 0.814158
0.898357, 0.814227
0.898588, 0.814296
0.898819, 0.814365
0.89905, 0.814435
0.899281, 0.814504
0.899512, 0.814573
0.899743, 0.814642
0.899974, 0.814711
0.900205, 0.81478
0.900435, 0.814849
0.900666, 0.814918
0.900897, 0.814987
0.901128, 0.815056
0.901359, 0.815125
0.90159, 0.815194
0.901821, 0.815263
0.902052, 0.815332
0.902283, 0.815401
0.902514, 0.81547
0.902745, 0.815539
0.902976, 0.815608
0.903207, 0.815677
0.903438, 0.815746
0.903669, 0.815815
0.9039, 0.815884
0.904131, 0.815953
0.904361, 0.816021
0.904592, 0.81609
0.904823, 0.816159
0.905054, 0.816228
0.905285, 0.816297
0.905516, 0.816366
0.905747, 0.816435
0.905978, 0.816504
0.906209, 0.816572
0.90644, 0.816641
